,Word,Graphemes,Word Length,Number of Graphemes,Number of Vowels,Number of Consonants,Characters per Grapheme
2046,computers,c-o-m-p-u.e-t-r-s,9,8,3,6,1.125
2047,computing,c-o-m-p-u.e-t-i-ng,9,8,3,6,1.125
2048,con,c-o-n,3,3,1,2,1.0
2049,concentrate,c-o-n-ce-nt-r-a.e-t,11,8,4,7,1.375
2050,concentration,c-o-n-ce-nt-t-a-ti-o-n,13,10,5,8,1.3
2051,concentrations,c-o-n-ce-nt-r-a-ti-o-n-s,14,11,5,9,1.2727272727272727
2052,concept,c-o-n-ce-pt,7,5,2,5,1.4
2053,concepts,c-o-n-ce-pt-s,8,6,2,6,1.3333333333333333
2054,conceptual,c-o-n-ce-pt-ua-l,10,7,4,6,1.4285714285714286
2055,concern,c-o-n-ce-r-n,7,6,2,5,1.1666666666666667
2056,concerned,c-o-n-ce-r-n-ed,9,7,3,6,1.2857142857142858
2057,concerning,c-o-n-ce-r-n-i-ng,10,8,3,7,1.25
2058,concerns,c-o-n-ce-r-n-s,8,7,2,6,1.1428571428571428
2059,concert,c-o-n-ce-r-t,7,6,2,5,1.1666666666666667
2060,concerts,c-o-n-ce-r-t-s,8,7,2,6,1.1428571428571428
2061,conclude,c-o-n-c-l-u-de,8,7,3,5,1.1428571428571428
2062,concluded,c-o-n-c-l-u-de-d,9,8,3,6,1.125
2063,conclusion,c-o-n-c-l-u-si-o-n,10,9,4,6,1.1111111111111112
2064,conclusions,c-o-n-c-l-u-si-o-n-s,11,10,4,7,1.1
2065,concord,c-o-n-c-or-d,7,6,2,5,1.1666666666666667
2066,concrete,c-o-n-c-re-te,8,6,3,5,1.3333333333333333
2067,condition,c-o-n-di-ti-o-n,9,7,4,5,1.2857142857142858
2068,conditional,c-o-n-di-ti-o-n-al,11,8,5,6,1.375
2069,conditioning,c-o-n-di-ti-o-n-i-ng,12,9,5,7,1.3333333333333333
2070,conditions,c-o-n-di-ti-o-n-s,10,8,4,6,1.25
2071,condo,c-o-nd-o,5,4,2,3,1.25
2072,condos,c-o-nd-o-s,6,5,2,4,1.2
2073,conduct,c-o-n-d-u-ct,7,6,2,5,1.1666666666666667
2074,conducted,c-o-n-d-u-ct-ed,9,7,3,6,1.2857142857142858
2075,conducting,c-o-n-d-u-ct-i-ng,10,8,3,7,1.25
2076,conference,c-o-n-fe-re-nc-e,10,7,4,6,1.4285714285714286
2077,conferences,c-o-n-fe-re-nc-es,11,7,4,7,1.5714285714285714
2078,conferencing,c-o-n-fe-re-nc-i-ng,12,8,4,8,1.5
2079,confidence,c-o-n-f-i-de-nc-e,10,8,4,6,1.25
2080,confident,c-o-n-f-i-de-nt,9,7,3,6,1.2857142857142858
2081,confidential,c-o-n-f-i-de-nt-ia-l,12,9,5,7,1.3333333333333333
2082,confidentiality,c-o-n-f-i-de-nt-ia-l-i-t-y,15,12,6,9,1.25
2083,config,c-o-n-f-i-g,6,6,2,4,1.0
2084,configuration,c-o-n-f-i-g-ur-a-ti-o-n,13,11,6,7,1.1818181818181819
2085,configurations,c-o-n-f-i-gu-r-a-ti-o-n-s,14,12,6,8,1.1666666666666667
2086,configure,c-o-n-f-i-gu-re,9,7,4,5,1.2857142857142858
2087,configured,c-o-n-f-i-gu-re-d,10,8,4,6,1.25
2088,configuring,c-o-n-f-i-gu-r-i-ng,11,9,4,7,1.2222222222222223
2089,confirm,c-o-n-f-ir-m,7,6,2,5,1.1666666666666667
2090,confirmation,c-o-n-f-ir-m-a-ti-o-n,12,10,5,7,1.2
2091,confirmed,c-o-n-f-ir-m-ed,9,7,3,6,1.2857142857142858
2092,conflict,c-o-n-f-l-i-ct,8,7,2,6,1.1428571428571428
2093,conflicts,c-o-n-f-l-i-ct-s,9,8,2,7,1.125
2094,confused,c-o-n-f-u-se-d,8,7,3,5,1.1428571428571428
2095,confusion,c-o-n-f-u-si-o-n,9,8,4,5,1.125
2096,congo,c-o-ng-o,5,4,2,3,1.25
2097,congratulations,c-o-ng-r-at-u-l-a-ti-o-n-s,15,12,6,9,1.25
2098,congress,c-o-ng-re-ss,8,5,2,6,1.6
2099,congressional,c-o-ng-r-e-ss-io-n-al,13,9,5,8,1.4444444444444444
2100,conjunction,c-o-n-j-u-nc-ti-o-n,11,9,4,7,1.2222222222222223
2101,connect,c-o-nn-e-ct,7,5,2,5,1.4
2102,connected,c-o-nn-e-ct-ed,9,6,3,6,1.5
2103,connecticut,c-o-nn-e-ct-i-cu-t,11,8,4,7,1.375
2104,connecting,c-o-nn-e-ct-i-ng,10,7,3,7,1.4285714285714286
2105,connection,c-o-nn-e-c-ti-o-n,10,8,4,6,1.25
2106,connections,c-o-nn-e-c-ti-o-n-s,11,9,4,7,1.2222222222222223
2107,connectivity,c-o-nn-e-ct-i-v-i-t-y,12,10,4,8,1.2
2108,connector,c-o-nn-e-ct-or,9,6,3,6,1.5
2109,connectors,c-o-nn-e-ct-or-s,10,7,3,7,1.4285714285714286
2110,cons,c-o-n-s,4,4,1,3,1.0
2111,conscious,c-o-n-sc-io-u-s,9,7,4,5,1.2857142857142858
2112,consciousness,c-o-n-sc-io-u-s-ne-ss,13,9,5,8,1.4444444444444444
2113,consecutive,c-o-n-se-cu-t-i-ve,11,8,5,6,1.375
2114,consensus,c-o-n-se-n-s-u-s,9,8,3,6,1.125
2115,consent,c-o-n-se-nt,7,5,2,5,1.4
2116,consequence,c-o-n-se-que-nc-e,11,7,5,6,1.5714285714285714
2117,consequences,c-o-n-se-que-n-ce-s,12,8,5,7,1.5
2118,consequently,c-o-n-se-que-nt-l-y,12,8,4,8,1.5
2119,conservation,c-o-n-s-er-v-a-ti-o-n,12,10,5,7,1.2
2120,conservative,c-o-n-s-er-v-a-ti-ve,12,9,5,7,1.3333333333333333
2121,consider,c-o-n-si-d-er,8,6,3,5,1.3333333333333333
2122,considerable,c-o-n-si-d-er-a-b-le,12,9,5,7,1.3333333333333333
2123,consideration,c-o-n-si-d-er-a-ti-o-n,13,10,6,7,1.3
2124,considerations,c-o-n-si-d-er-a-ti-o-n-s,14,11,6,8,1.2727272727272727
2125,considered,c-o-n-si-d-er-ed,10,7,4,6,1.4285714285714286
2126,considering,c-o-n-si-d-er-i-ng,11,8,4,7,1.375
2127,considers,c-o-n-si-d-er-s,9,7,3,6,1.2857142857142858
2128,consist,c-o-n-si-st,7,5,2,5,1.4
2129,consistency,c-o-n-si-st-e-nc-y,11,8,3,8,1.375
2130,consistent,c-o-n-si-st-e-nt,10,7,3,7,1.4285714285714286
2131,consistently,c-o-n-si-st-e-nt-l-y,12,9,3,9,1.3333333333333333
2132,consisting,c-o-n-si-st-i-ng,10,7,3,7,1.4285714285714286
2133,consists,c-o-n-si-st-s,8,6,2,6,1.3333333333333333
2134,console,c-o-n-s-o-le,7,6,3,4,1.1666666666666667
2135,consoles,c-o-n-s-o-le-s,8,7,3,5,1.1428571428571428
2136,consolidated,c-o-n-s-ol-i-d-a.e-t-d,12,10,5,7,1.2
2137,consolidation,c-o-n-s-ol-o-d-a-ti-o-n,13,11,6,7,1.1818181818181819
2138,consortium,c-o-n-s-or-t-i-u-m,10,9,4,6,1.1111111111111112
2139,conspiracy,c-o-n-s-p-ir-a-c-y,10,9,3,7,1.1111111111111112
2140,const,c-o-n-st,5,4,1,4,1.25
2141,constant,c-o-n-st-a-nt,8,6,2,6,1.3333333333333333
2142,constantly,c-o-n-st-a-nt-l-y,10,8,2,8,1.25
2143,constitute,c-o-n-st-i-t-u-te,10,8,4,6,1.25
2144,constitutes,c-o-n-st-i-t-u-te-s,11,9,4,7,1.2222222222222223
2145,constitution,c-o-n-st-i-t-u-ti-o-n,12,10,5,7,1.2
2146,constitutional,c-o-n-st-i-t-u-ti-o-n-al,14,11,6,8,1.2727272727272727
2147,constraint,c-o-n-st-r-ai-nt,10,7,3,7,1.4285714285714286
2148,constraints,c-o-n-st-r-ai-nt-s,11,8,3,8,1.375
2149,construct,c-o-n-st-r-u-ct,9,7,2,7,1.2857142857142858
2150,constructed,c-o-n-st-r-u-ct-ed,11,8,3,8,1.375
2151,construction,c-o-n-st-r-u-c-ti-o-n,12,10,4,8,1.2
2152,consult,c-o-n-s-u-l-t,7,7,2,5,1.0
2153,consultancy,c-o-n-s-u-l-t-a-nc-y,11,10,3,8,1.1
2154,consultant,c-o-n-s-u-l-t-a-n-t,10,10,3,7,1.0
2155,consultants,c-o-n-s-u-l-t-a-n-t-s,11,11,3,8,1.0
2156,consultation,c-o-n-s-u-l-t-a-ti-o-n,12,11,5,7,1.0909090909090908
2157,consulting,c-o-n-s-u-l-t-i-ng,10,9,3,7,1.1111111111111112
2158,consumer,c-o-n-s-u-m-er,8,7,3,5,1.1428571428571428
2159,consumers,c-o-n-s-u-m-er-s,9,8,3,6,1.125
2160,consumption,c-o-n-s-u-m-p-ti-o-n,11,10,4,7,1.1
2161,contact,c-o-nt-a-ct,7,5,2,5,1.4
2162,contacted,c-o-nt-a-ct-ed,9,6,3,6,1.5
2163,contacting,c-o-nt-a-ct-ed,10,6,3,7,1.6666666666666667
2164,contacts,c-o-nt-a-ct-s,8,6,2,6,1.3333333333333333
2165,contain,c-o-nt-ai-n,7,5,3,4,1.4
2166,contained,c-o-nt-ai-n-ed,9,6,4,5,1.5
2167,container,c-o-nt-ai-n-er,9,6,4,5,1.5
2168,containers,c-o-nt-ai-n-er-s,10,7,4,6,1.4285714285714286
2169,containing,c-o-nt-ai-n-i-ng,10,7,4,6,1.4285714285714286
2170,contains,c-o-nt-ai-n-s,8,6,3,5,1.3333333333333333
2171,contamination,c-o-nt-a-m-i-n-a-ti-o-n,13,11,6,7,1.1818181818181819
2172,contemporary,c-o-nt-e-m-p-o-r-ar-y,12,10,4,8,1.2
2173,content,c-o-nt-e-nt,7,5,2,5,1.4
2174,contents,c-o-nt-e-nt-s,8,6,2,6,1.3333333333333333
2175,contest,c-o-nt-e-st,7,5,2,5,1.4
2176,contests,c-o-nt-e-st-s,8,6,2,6,1.3333333333333333
2177,context,c-o-nt-e-x-t,7,6,2,5,1.1666666666666667
2178,continent,c-o-nt-i-ne-nt,9,6,3,6,1.5
2179,continental,c-o-nt-i-ne-nt-al,11,7,4,7,1.5714285714285714
2180,continually,c-o-nt-i-n-ua-ll-y,11,8,4,7,1.375
2181,continue,c-o-nt-i-n-ue,8,6,4,4,1.3333333333333333
2182,continued,c-o-nt-i-n-ue-d,9,7,4,5,1.2857142857142858
2183,continues,c-o-nt-i-n-ue-s,9,7,4,5,1.2857142857142858
2184,continuing,c-o-nt-i-n-ui-ng,10,7,4,6,1.4285714285714286
2185,continuity,c-o-nt-i-n-ui-t-y,10,8,4,6,1.25
2186,continuous,c-o-nt-i-n-u-ou-s,10,8,5,5,1.25
2187,continuously,c-o-nt-i-n-u-ou-s-l-y,12,10,5,7,1.2
2188,contract,c-o-nt-r-a-ct,8,6,2,6,1.3333333333333333
2189,contracting,c-o-nt-r-a-ct-i-ng,11,8,3,8,1.375
2190,contractor,c-o-nt-r-a-ct-or,10,7,3,7,1.4285714285714286
2191,contractors,c-o-nt-r-a-ct-or-s,11,8,3,8,1.375
2192,contracts,c-o-nt-r-a-ct-s,9,7,2,7,1.2857142857142858
2193,contrary,c-o-nt-r-a-r-y,8,7,2,6,1.1428571428571428
2194,contrast,c-o-nt-r-a-st,8,6,2,6,1.3333333333333333
2195,contribute,c-o-nt-r-i-bu-te,10,7,4,6,1.4285714285714286
2196,contributed,c-o-nt-r-i-bu-te-d,11,8,4,7,1.375
2197,contributing,c-o-nt-r-i-bu-t-i-ng,12,9,4,8,1.3333333333333333
2198,contribution,c-o-nt-r-i-bu-ti-o-n,12,9,5,7,1.3333333333333333
2199,contributions,c-o-nt-r-i-bu-ti-o-n-s,13,10,5,8,1.3
2200,contributor,c-o-nt-r-i-bu-t-or,11,8,4,7,1.375
2201,contributors,c-o-nt-r-i-bu-t-or-s,12,9,4,8,1.3333333333333333
2202,control,c-o-nt-r-ol,7,5,2,5,1.4
2203,controlled,c-o-nt-r-o-ll-ed,10,7,3,7,1.4285714285714286
2204,controller,c-o-nt-r-o-ll-er,10,7,3,7,1.4285714285714286
2205,controllers,c-o-nt-r-o-ll-er-s,11,8,3,8,1.375
2206,controlling,c-o-nt-r-o-ll-i-ng,11,8,3,8,1.375
2207,controls,c-o-nt-r-ol-s,8,6,2,6,1.3333333333333333
2208,controversial,c-o-nt-r-o-ve-r-si-al,13,9,5,8,1.4444444444444444
2209,controversy,c-o-nt-r-o-ve-r-s-y,11,9,3,8,1.2222222222222223
2210,convenience,c-o-n-v-e-n-ie-n-ce,11,9,5,6,1.2222222222222223
2211,convenient,c-o-n-v-e-n-ie-nt,10,8,4,6,1.25
2212,convention,c-o-n-v-e-n-ti-o-n,10,9,4,6,1.1111111111111112
2213,conventional,c-o-n-v-e-n-ti-o-n-al,12,10,5,7,1.2
2214,conventions,c-o-n-v-e-n-ti-o-n-s,11,10,4,7,1.1
2215,convergence,c-o-n-v-er-ge-nc-e,11,8,4,7,1.375
2216,conversation,c-o-n-v-er-s-a-ti-o-n,12,10,5,7,1.2
2217,conversations,c-o-n-v-er-s-a-ti-o-n-s,13,11,5,8,1.1818181818181819
2218,conversion,c-o-n-v-er-s-io-n,10,8,4,6,1.25
2219,convert,c-o-n-v-er-t,7,6,2,5,1.1666666666666667
2220,converted,c-o-n-v-er-t-ed,9,7,3,6,1.2857142857142858
2221,converter,c-o-n-v-er-t-er,9,7,3,6,1.2857142857142858
2222,convertible,c-o-n-v-er-t-i-b-le,11,9,4,7,1.2222222222222223
2223,convicted,c-o-n-v-i-ct-ed,9,7,3,6,1.2857142857142858
2224,conviction,c-o-n-v-i-c-ti-o-n,10,9,4,6,1.1111111111111112
2225,convinced,c-o-n-v-i-n-c-ed,9,8,3,6,1.125
2226,cook,c-oo-k,4,3,2,2,1.3333333333333333
2227,cookbook,c-oo-k-b-oo-k,8,6,4,4,1.3333333333333333
2228,cooked,c-oo-k-ed,6,4,3,3,1.5
2229,cookie,c-oo-k-ie,6,4,4,2,1.5
2230,cookies,c-oo-k-ie-s,7,5,4,3,1.4
2231,cooking,c-oo-k-i-ng,7,5,3,4,1.4
2232,cool,c-oo-l,4,3,2,2,1.3333333333333333
2233,cooler,c-oo-l-er,6,4,3,3,1.5
2234,cooling,c-oo-l-i-ng,7,5,3,4,1.4
2235,cooper,c-oo-p-er,6,4,3,3,1.5
2236,cooperation,c-o-o-p-er-a-ti-o-n,11,9,6,5,1.2222222222222223
2237,cooperative,c-o-o-p-er-a-t-i-ve,11,9,6,5,1.2222222222222223
2238,coordinate,c-o-o-r-di-n-a.e-t,10,8,5,5,1.25
2239,coordinated,c-o-o-r-di-n-a.e-t-d,11,9,5,6,1.2222222222222223
2240,coordinates,c-o-o-r-di-n-a.e-t-s,11,9,5,6,1.2222222222222223
2241,coordination,c-o-o-r-di-n-a-ti-o-n,12,10,6,6,1.2
2242,coordinator,c-o-o-r-di-n-a-t-or,11,9,5,6,1.2222222222222223
2243,cop,c-o-p,3,3,1,2,1.0
2244,cope,c-o.e-p,4,3,2,2,1.3333333333333333
2245,copied,c-o-p-ie-d,6,5,3,3,1.2
2246,copies,c-o-p-ie-s,6,5,3,3,1.2
2247,copper,c-o-pp-er,6,4,2,4,1.5
2248,copy,c-o-p-y,4,4,1,3,1.0
2249,copying,c-o-p-y-i-ng,7,6,2,5,1.1666666666666667
2250,copyright,c-o-p-y-r-igh-t,9,7,2,7,1.2857142857142858
2251,copyrighted,c-o-p-y-r-igh-t-ed,11,8,3,8,1.375
2252,copyrights,c-o-p-y-r-igh-ts,10,7,2,8,1.4285714285714286
2253,coral,c-or-al,5,3,2,3,1.6666666666666667
2254,cord,c-or-d,4,3,1,3,1.3333333333333333
2255,cordless,c-or-d-l-e-ss,8,6,2,6,1.3333333333333333
2256,core,c-or-e,4,3,2,2,1.3333333333333333
2257,cork,c-or-k,4,3,1,3,1.3333333333333333
2258,corn,c-or-n,4,3,1,3,1.3333333333333333
2259,cornell,c-or-n-e-ll,7,5,2,5,1.4
2260,corner,c-or-n-er,6,4,2,4,1.5
2261,corners,c-or-n-er-s,7,5,2,5,1.4
2262,cornwall,c-or-n-w-a-ll,8,6,2,6,1.3333333333333333
2263,corp,c-or-p,4,3,1,3,1.3333333333333333
2264,corporate,c-or-p-or-a.e-t,9,6,4,5,1.5
2265,corporation,c-or-p-or-a-ti-o-n,11,8,5,6,1.375
2266,corporations,c-or-p-or-a-ti-o-n-s,12,9,5,7,1.3333333333333333
2267,corps,c-or-ps,5,3,1,4,1.6666666666666667
2268,corpus,c-or-p-u-s,6,5,2,4,1.2
2269,correct,c-o-rr-e-ct,7,5,2,5,1.4
2270,corrected,c-o-rr-e-ct-ed,9,6,3,6,1.5
2271,correction,c-o-rr-e-c-ti-o-n,10,8,4,6,1.25
2272,corrections,c-o-rr-e-c-ti-o-n-s,11,9,4,7,1.2222222222222223
2273,correctly,c-o-rr-e-ct-l-y,9,7,2,7,1.2857142857142858
2274,correlation,c-o-rr-e-l-a-ti-o-n,11,9,5,6,1.2222222222222223
2275,correspondence,c-o-rr-e-s-p-o-n-de-n-ce,14,11,5,9,1.2727272727272727
2276,corresponding,c-o-rr-e-s-p-o-n-di-ng,13,10,4,9,1.3
2277,corruption,c-o-rr-u-p-ti-o-n,10,8,4,6,1.25
2278,cosmetic,c-o-s-me-ti-c,8,6,3,5,1.3333333333333333
2279,cosmetics,c-o-s-me-ti-c-s,9,7,3,6,1.2857142857142858
2280,cost,c-o-st,4,3,1,3,1.3333333333333333
2281,costa,c-o-st-a,5,4,2,3,1.25
2282,costs,c-o-st-s,5,4,1,4,1.25
2283,costume,c-o-st-u-me,7,5,3,4,1.4
2284,costumes,c-o-st-u-me-s,8,6,3,5,1.3333333333333333
2285,cottage,c-o-tt-a-ge,7,5,3,4,1.4
2286,cottages,c-o-tt-a-ge-s,8,6,3,5,1.3333333333333333
2287,cotton,c-o-tt-o-n,6,5,2,4,1.2
2288,could,c-oul-d,5,3,2,3,1.6666666666666667
2289,council,c-ou-n-ci-l,7,5,3,4,1.4
2290,councils,c-ou-n-ci-l-s,8,6,3,5,1.3333333333333333
2291,counsel,c-ou-n-se-l,7,5,3,4,1.4
2292,counseling,c-ou-n-se-l-i-ng,10,7,4,6,1.4285714285714286
2293,count,c-ou-nt,5,3,2,3,1.6666666666666667
2294,counted,c-ou-nt-ed,7,4,3,4,1.75
2295,counter,c-ou-nt-er,7,4,3,4,1.75
2296,counters,c-ou-nt-er-s,8,5,3,5,1.6
2297,counties,c-ou-nt-ie-s,8,5,4,4,1.6
2298,counting,c-ou-nt-i-ng,8,5,3,5,1.6
2299,countries,c-ou-nt-r-ie-s,9,6,4,5,1.5
2300,country,c-ou-nt-r-y,7,5,2,5,1.4
2301,counts,c-ou-nt-s,6,4,2,4,1.5
2302,county,c-ou-nt-y,6,4,2,4,1.5
2303,couple,c-ou-p-le,6,4,3,3,1.5
2304,coupled,c-ou-p-le-d,7,5,3,4,1.4
2305,couples,c-ou-p-le-s,7,5,3,4,1.4
2306,coupon,c-ou-p-o-n,6,5,3,3,1.2
2307,coupons,c-ou-p-o-n-s,7,6,3,4,1.1666666666666667
2308,courage,c-ou-r-a-ge,7,5,4,3,1.4
2309,courier,c-ou-r-ie-r,7,5,4,3,1.4
2310,course,c-ou-r-se,6,4,3,3,1.5
2311,courses,c-ou-r-se-s,7,5,3,4,1.4
2312,court,c-ou-r-t,5,4,2,3,1.25
2313,courtesy,c-ou-r-t-es-y,8,6,3,5,1.3333333333333333
2314,courts,c-ou-r-ts,6,4,2,4,1.5
2315,cove,c-o.e-v,4,3,2,2,1.3333333333333333
2316,cover,c-o-ve-r,5,4,2,3,1.25
2317,coverage,c-o-ve-r-a-ge,8,6,4,4,1.3333333333333333
2318,covered,c-o-v-er-ed,7,5,3,4,1.4
2319,covering,c-o-v-er-i-ng,8,6,3,5,1.3333333333333333
2320,covers,c-o-ve-r-s,6,5,2,4,1.2
2321,cow,c-o-w,3,3,1,2,1.0
2322,cowboy,c-o-w-b-o-y,6,6,2,4,1.0
2323,cpu,c-p-u,3,3,1,2,1.0
2324,crack,c-r-a-ck,5,4,1,4,1.25
2325,cradle,c-r-a-d-le,6,5,2,4,1.2
2326,craft,c-r-a-f-t,5,5,1,4,1.0
2327,crafts,c-r-a-f-t-s,6,6,1,5,1.0
2328,craig,c-r-ai-g,5,4,2,3,1.25
2329,crap,c-r-a-p,4,4,1,3,1.0
2330,craps,c-r-a-p-s,5,5,1,4,1.0
2331,crash,c-r-a-sh,5,4,1,4,1.25
2332,crawford,c-r-aw-f-or-d,8,6,2,6,1.3333333333333333
2333,crazy,c-r-a-z-y,5,5,1,4,1.0
2334,cream,c-r-ea-m,5,4,2,3,1.25
2335,create,c-r-ea-te,6,4,3,3,1.5
2336,created,c-r-ea-t-ed,7,5,3,4,1.4
2337,creates,c-r-ea-te-s,7,5,3,4,1.4
2338,creating,c-r-ea-t-i-ng,8,6,3,5,1.3333333333333333
2339,creation,c-r-ea-ti-o-n,8,6,4,4,1.3333333333333333
2340,creations,c-r-ea-ti-o-n-s,9,7,4,5,1.2857142857142858
2341,creative,c-r-ea-t-i-ve,8,6,4,4,1.3333333333333333
2342,creativity,c-r-ea-t-i-v-i-t-y,10,9,4,6,1.1111111111111112
2343,creator,c-r-ea-t-or,7,5,3,4,1.4
2344,creature,c-r-ea-t-ure,8,5,4,4,1.6
2345,creatures,c-r-ea-t-ure-s,9,6,4,5,1.5
2346,credit,c-r-e-di-t,6,5,2,4,1.2
2347,credits,c-r-e-di-t-s,7,6,2,5,1.1666666666666667
2348,creek,c-r-ee-k,5,4,2,3,1.25
2349,crest,c-r-es-t,5,4,1,4,1.25
2350,crew,c-r-ew,4,3,1,3,1.3333333333333333
2351,cricket,c-r-i-ck-et,7,5,2,5,1.4
2352,crime,c-r-i-me,5,4,2,3,1.25
2353,crimes,c-r-i-me-s,6,5,2,4,1.2
2354,criminal,c-r-i-m-i-n-al,8,7,3,5,1.1428571428571428
2355,crisis,c-r-i-si-s,6,5,2,4,1.2
2356,criteria,c-r-i-t-er-ia,8,6,4,4,1.3333333333333333
2357,criterion,c-r-i-t-er-io-n,9,7,4,5,1.2857142857142858
2358,critical,c-r-i-t-i-c-al,8,7,3,5,1.1428571428571428
2359,criticism,c-r-i-t-i-ci-s-m,9,8,3,6,1.125
2360,critics,c-r-i-t-i-c-s,7,7,2,5,1.0
2361,crm,c-r-m,3,3,0,3,1.0
2362,croatia,c-r-o-a-t-ia,7,6,4,3,1.1666666666666667
2363,crop,c-r-o-p,4,4,1,3,1.0
2364,crops,c-r-o-ps,5,4,1,4,1.25
2365,cross,c-r-o-ss,5,4,1,4,1.25
2366,crossing,c-r-o-ss-i-ng,8,6,2,6,1.3333333333333333
2367,crossword,c-r-o-ss-w-or-d,9,7,2,7,1.2857142857142858
2368,crowd,c-r-ow-d,5,4,1,4,1.25
2369,crown,c-r-ow-n,5,4,1,4,1.25
2370,crucial,c-r-u-ci-al,7,5,3,4,1.4
2371,crude,c-r-u-de,5,4,2,3,1.25
2372,cruise,c-r-ui-se,6,4,3,3,1.5
2373,cruises,c-r-ui-se-s,7,5,3,4,1.4
2374,cruz,c-r-u-z,4,4,1,3,1.0
2375,cry,c-r-y,3,3,0,3,1.0
2376,crystal,c-r-y-st-al,7,5,1,6,1.4
2377,cs,c-s,2,2,0,2,1.0
2378,css,c-s-s,3,3,0,3,1.0
2379,cst,c-s-t,3,3,0,3,1.0
2380,cuba,cu-b-a,4,3,2,2,1.3333333333333333
2381,cube,cu-b-e,4,3,2,2,1.3333333333333333
2382,cubic,cu-b-i-c,5,4,2,3,1.25
2383,cuisine,cu-i-si-ne,7,4,4,3,1.75
2384,cult,cu-l-t,4,3,1,3,1.3333333333333333
2385,cultural,cu-l-t-u-r-al,8,6,3,5,1.3333333333333333
2386,culture,cu-l-t-u-re,7,5,3,4,1.4
2387,cultures,cu-l-t-u-re-s,8,6,3,5,1.3333333333333333
2388,cum,c-u-m,3,3,1,2,1.0
2389,cumshot,c-u-m-sh-ot,7,5,2,5,1.4
2390,cumshots,c-u-m-sh-ot-s,8,6,2,6,1.3333333333333333
2391,cumulative,c-u-m-u-l-a-t-i-ve,10,9,5,5,1.1111111111111112
2392,cunt,c-u-nt,4,3,1,3,1.3333333333333333
2393,cup,c-u-p,3,3,1,2,1.0
2394,cups,c-u-p-s,4,4,1,3,1.0
2395,cure,c-u-re,4,3,2,2,1.3333333333333333
2396,curious,c-u-r-io-u-s,7,6,4,3,1.1666666666666667
2397,currencies,c-u-rr-e-nc-ie-s,10,7,4,6,1.4285714285714286
2398,currency,c-u-rr-e-nc-y,8,6,2,6,1.3333333333333333
2399,current,c-u-rr-e-nt,7,5,2,5,1.4
2400,currently,c-u-rr-e-nt-l-y,9,7,2,7,1.2857142857142858
2401,curriculum,cu-rr-i-cu-l-u-m,10,7,4,6,1.4285714285714286
2402,cursor,cu-r-s-or,6,4,2,4,1.5
2403,curtis,cu-r-ti-s,6,4,2,4,1.5
2404,curve,cu-r-ve,5,3,2,3,1.6666666666666667
2405,curves,cu-r-ve-s,6,4,2,4,1.5
2406,custody,cu-st-o-d-y,7,5,2,5,1.4
2407,custom,cu-st-o-m,6,4,2,4,1.5
2408,customer,cu-st-o-m-er,8,5,3,5,1.6
2409,customers,cu-st-o-m-er-s,9,6,3,6,1.5
2410,customise,cu-st-o-m-i-se,9,6,4,5,1.5
2411,customize,cu-st-o-m-i-ze,9,6,4,5,1.5
2412,customized,cu-st-o-m-i-ze-d,10,7,4,6,1.4285714285714286
2413,customs,cu-st-o-m-s,7,5,2,5,1.4
2414,cut,c-u-t,3,3,1,2,1.0
2415,cute,c-u.e-t,4,3,2,2,1.3333333333333333
2416,cuts,c-u-t-s,4,4,1,3,1.0
2417,cutting,c-u-tt-i-ng,7,5,2,5,1.4
2418,cv,c-v,2,2,0,2,1.0
2419,cyber,c-y-b-er,5,4,1,4,1.25
2420,cycle,c-y-c-le,5,4,1,4,1.25
2421,cycles,c-y-c-le-s,6,5,1,5,1.2
2422,cycling,c-y-c-l-i-ng,7,6,1,6,1.1666666666666667
2423,cylinder,c-y-l-i-nd-er,8,6,2,6,1.3333333333333333
2424,cyprus,c-y-p-r-u-s,6,6,1,5,1.0
2425,czech,cz-e-ch,5,3,1,4,1.6666666666666667
2426,da,d-a,2,2,1,1,1.0
2427,dad,d-a-d,3,3,1,2,1.0
2428,daddy,d-a-dd-y,5,4,1,4,1.25
2429,daily,d-ai-l-y,5,4,2,3,1.25
2430,dairy,d-ai-r-y,5,4,2,3,1.25
2431,daisy,d-ai-s-y,5,4,2,3,1.25
2432,dakota,d-a-k-o-t-a,6,6,3,3,1.0
2433,dale,d-a-le,4,3,2,2,1.3333333333333333
2434,dallas,d-a-ll-as,6,4,2,4,1.5
2435,dam,d-a-m,3,3,1,2,1.0
2436,damage,d-a-m-a-ge,6,5,3,3,1.2
2437,damaged,d-a-m-a-ge-d,7,6,3,4,1.1666666666666667
2438,damages,d-a-m-a-ge-s,7,6,3,4,1.1666666666666667
2439,dame,d-a-me,4,3,2,2,1.3333333333333333
2440,damn,d-a-mn,4,3,1,3,1.3333333333333333
2441,dan,d-a-n,3,3,1,2,1.0
2442,dana,d-a-n-a,4,4,2,2,1.0
2443,dance,d-a-nc-e,5,4,2,3,1.25
2444,dancing,d-a-nc-i-ng,7,5,2,5,1.4
2445,danger,d-a-ng-er,6,4,2,4,1.5
2446,dangerous,d-a-ng-e-r-ou-s,9,7,4,5,1.2857142857142858
2447,daniel,d-a-n-ie-l,6,5,3,3,1.2
2448,danish,d-a-n-i-sh,6,5,2,4,1.2
2449,danny,d-a-nn-y,5,4,1,4,1.25
